date,open,high,low,close,volume
2023-12-05,8.67,8.67,8.67,8.67,2500
2023-12-06,7.95,8.43,7.94,8.41,37000
2023-12-07,8.03,8.35,8.03,8.35,30500
2023-12-08,8.03,9.35,7.91,8.93,293500
2023-12-11,8.95,9.93,8.95,9.53,511000
2023-12-12,9,10.53,8.84,10.01,353500
2023-12-13,9.09,11.01,9.09,11,161500
2023-12-14,10,11.5,10,11.18,5500
2023-12-15,10.26,12.18,10.25,12.14,128500
2023-12-18,11.7,11.7,11.23,11.23,5000
2023-12-19,11.1,11.92,11,11.41,2500
2023-12-20,10.6,10.98,10.41,10.41,11500
2023-12-21,9.51,11.4,9.5,10.79,9000
2023-12-22,9.89,11.47,9.89,11.47,1500
2023-12-26,10.48,11,10.48,11,451500
2023-12-27,10.15,10.74,10.15,10.74,1500
2023-12-28,10.1,10.59,10.1,10.59,1500
2024-01-01,9.71,10.94,9.7,10.9,3000
2024-01-02,10.95,11,10.72,10.99,55000
2024-01-03,10.17,10.17,10.17,10.17,500
2024-01-04,10.95,10.98,10.95,10.97,4500
2024-01-08,11,11,11,11,5000
2024-01-12,10.11,10.25,10,10,29500
2024-01-16,10.08,10.57,10.08,10.27,11000
2024-01-17,10.26,10.6,10.26,10.55,13000
2024-01-19,10.88,10.88,10.88,10.88,1500
2024-01-22,9.95,9.95,9.88,9.88,5000
2024-01-23,9.1,10.41,9,10.1,25500
2024-01-24,9.53,9.53,9.53,9.53,500
2024-01-25,9.5,10.41,9.5,10.35,12000
2024-01-26,9.51,10.34,9.5,9.78,1500
2024-01-29,10.4,10.4,10.4,10.4,5000
2024-01-30,10.4,10.4,10.4,10.4,4000
2024-01-31,10.87,10.87,10.85,10.85,3000
2024-02-02,11,11,10.8,10.8,2500
2024-02-07,10.11,10.5,10.11,10.5,13500
2024-02-12,11,11,10.6,10.6,20000
2024-02-13,10.6,10.9,10.6,10.9,11000
2024-02-14,10.99,11,10.99,11,5000
2024-02-15,11,11,11,11,37000
2024-02-20,10.6,10.6,10.6,10.6,10000
2024-02-21,10.1,10.1,10.1,10.1,10000
2024-02-22,10.11,10.11,10,10.06,10000
2024-02-29,10.06,11,9.07,10.66,21500
2024-03-01,9.7,9.7,9.7,9.7,1000
2024-03-04,9.7,9.7,9.7,9.7,1000
2024-03-05,10,10,10,10,5000
2024-03-06,9.5,9.5,9.5,9.5,2000
